Filename,FB_ID,FB_name,Tree_over_crown_load,Tree_mid_crown_load,Tree_under_crown_load,Tree_aboveground_load,Snag_class1_foliage_load,Snag_class1_wood_load,Snag_class1_other_load,Snag_class2_load,Snag_class3_load,Ladder_fuels_load,Shrub_primary_load,Shrub_secondary_load,Shrub_needleDrape_load,Herb_primary_load,Herb_secondary_load,Woody_sound_1hr_load,Woody_sound_10hr_load,Woody_sound_100hr_load,Woody_sound_1000hr_load,Woody_sound_10khr_load,Woody_sound_GT10k_load,Woody_rotten_1000hr_load,Woody_rotten_10k_load,Woody_rotten_GT10k_load,Woody_pile_load,Woody_stumps_sound_load,Woody_stumps_rotten_load,Woody_stumps_lightered_load,LLM_litter_load,LLM_lichen_load,LLM_moss_load,Ground_upper_duff_load,Ground_lower_duff_load,Ground_basal_accum_load,Ground_squirrel_mid_load,Total_aboveground_biomass,Depth_shrub,Depth_herb,Depth_wood,Depth_LLM,Depth_surface,PercentCover_shrub,PercentCover_herb,PercentCover_wood,PercentCover_LLM,Version
FB_0052_8Mile_2017.xml,8Mile,8Mile 2017 altered from Pacific ponderosa pine Douglas fir (24) defaults,3.6799,1.8687,0.1725,117.1448,0.0186,3.0543,,0.7236,1.1486,3.0,0.51,,0.0,0.07,,0.19,1.18,1.79,1.72,1.89,1.19,0.96,1.47,1.44,,,,,2.65,,,15.13,,,,155.2801,3.0,0.4,0.0833,0.0667,0.2272,30.0,75.0,25.0,90.0,3.0.257
