Filename,FB_ID,FB_name,FCCS_Code,SFP,Surface_Reaction,Surface_Spread,Surface_Flamelength,CFP,Crown_initiation,Crown_Transmissivity,Crown_spread,AFP,Available_Flame,Available_Smolder,Available_Residual,ROS,FL,RI,RI_shrub,RI_herb,RI_wood,RI_LLM,Xwalk13,ROS%13,FL%13,Xwalk40,ROS%40,FL%40,User_ROS,User_FL,User_RI,User_RI_shrub,User_RI_herb,User_RI_wood,User_RI_LLM,User_xwalk13,User_ROS%13,User_FL%13,User_xwalk40,User_ROS%40,User_FL%40,Tree_over_crown_load,Tree_mid_crown_load,Tree_under_crown_load,Tree_aboveground_load,Snag_class1_foliage_load,Snag_class1_wood_load,Snag_class1_other_load,Snag_class2_load,Snag_class3_load,Ladderfuels_load,Shrub_primary_load,Shrub_primary_crown_load,Shrub_secondary_load,Shrub_secondary_crown_load,Shrub_needleDrape_load,Herb_primary_load,Herb_secondary_load,Woody_sound_1hr_load,Woody_sound_10hr_load,Woody_sound_100hr_load,Woody_sound_1000hr_load,Woody_sound_10khr_load,Woody_sound_GT10k_load,Woody_rotten_1000hr_load,Woody_rotten_10k_load,Woody_rotten_GT10k_load,Woody_pile_load,Woody_stumps_sound_load,Woody_stumps_rotten_load,Woody_stumps_lightered_load,LLM_litter_load,LLM_lichen_load,LLM_moss_load,Ground_upperduff_load,Ground_lowerduff_load,Ground_basalaccum_load,Ground_squirrelmid_load,Total_carbon_load,Total_aboveground_biomass,Depth_shrub,Depth_herb,Depth_wood,Depth_LLM,Depth_Surface_Fuels,PercentCover_shrub,PercentCover_herb,PercentCover_wood,PercentCover_LLM,Version
FB_0052_8Mile_2017.xml,8Mile,8Mile 2017 altered from Pacific ponderosa pine Douglas fir (24) defaults,445.0,3.6539,3.6758,3.6539,3.0079,3.5801,3.6323,7.1922,2.3232,4.6232,2.2606,1.7705,0.5921,3.3377,2.2619,2111.1411,195.101,349.4403,582.215,984.385,9.0,48.9399,90.4765,185.0,98.1677,119.0481,3.3377,2.2619,2111.1411,195.101,349.4403,582.215,984.385,9.0,48.9399,90.4765,185.0,98.1677,119.0481,3.6799,1.8687,0.1725,117.1448,0.0186,3.0543,,0.7236,1.1486,3.0,0.51,0.2099,,,0.0,0.07,,0.19,1.18,1.79,1.72,1.89,1.19,0.96,1.47,1.44,,,,,2.65,,,15.13,,,,73.7412,155.2801,3.0,0.4,0.0833,0.0667,0.2272,30.0,75.0,25.0,90.0,3.0.257
