GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=11/18/2017
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
21123,fuelbed_21123.xml,67,230.000000,1.940598,0.000000,0.113202,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.230000,0.300000,0.240000,1.250000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,10.123799,11,11
21124,fuelbed_21124.xml,67,230.000000,3.234330,0.000000,0.107811,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.290000,0.350000,0.320000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,13.552141,11,11
21125,fuelbed_21125.xml,67,230.000000,3.234330,0.000000,0.107811,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.310000,0.450000,0.350000,1.750000,1.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,14.052141,11,11
21126,fuelbed_21126.xml,67,230.000000,3.234330,0.000000,0.107811,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.320000,0.450000,0.400000,2.000000,1.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,14.562141,11,11
21131,fuelbed_21131.xml,67,230.000000,0.121271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,90.000000,0.000000,0.450000,0.000000,90.000000,0.000000,0.120000,0.120000,0.250000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.211271,11,11
21132,fuelbed_21132.xml,67,230.000000,0.862488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,90.000000,0.000000,0.450000,0.000000,90.000000,0.000000,0.200000,0.160000,0.300000,0.800000,0.380000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,10.532489,11,11
21133,fuelbed_21133.xml,67,230.000000,1.940598,0.000000,0.477505,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.280000,0.320000,0.350000,1.000000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,17.718102,11,11
21134,fuelbed_21134.xml,67,230.000000,3.234330,0.000000,0.454766,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.360000,0.650000,0.400000,1.500000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,2.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,22.049097,11,11
21135,fuelbed_21135.xml,67,230.000000,3.234330,0.000000,0.454766,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.400000,0.650000,0.450000,2.000000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,2.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,22.739098,11,11
21136,fuelbed_21136.xml,67,230.000000,3.234330,0.000000,0.454766,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,90.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.480000,0.650000,0.500000,2.250000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.400000,2.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,22.419096,11,11
21513,fuelbed_21513.xml,70,220.000000,0.970299,0.000000,0.181122,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.130000,0.170000,0.170000,0.600000,0.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.321422,11,11
21514,fuelbed_21514.xml,70,220.000000,1.617165,0.000000,0.172498,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.140000,0.350000,0.350000,0.750000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.029663,11,11
21523,fuelbed_21523.xml,70,220.000000,1.940598,0.000000,0.113202,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.230000,0.130000,0.240000,1.250000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,10.953799,11,11
21524,fuelbed_21524.xml,70,220.000000,3.234330,0.000000,0.107811,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.290000,0.260000,0.320000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,14.362142,11,11
21532,fuelbed_21532.xml,70,220.000000,1.212710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,90.000000,0.000000,0.450000,0.000000,90.000000,0.000000,0.200000,0.160000,0.300000,0.800000,0.380000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,13.882710,11,11
21533,fuelbed_21533.xml,70,220.000000,1.940598,0.000000,0.477505,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.280000,0.320000,0.350000,1.000000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,18.718102,11,11
21534,fuelbed_21534.xml,70,220.000000,3.234330,0.000000,0.454766,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.360000,0.650000,0.400000,1.500000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,2.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,23.049097,11,11
21541,fuelbed_21541.xml,70,220.000000,2.482919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.110000,1.670000,0.230000,0.500000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,2.000000,0.000000,0.000000,0.000000,14.842920,11,11
21542,fuelbed_21542.xml,70,220.000000,4.138200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.500000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.210000,0.220000,0.350000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,3.000000,0.000000,0.000000,0.000000,19.218201,11,11
21543,fuelbed_21543.xml,70,220.000000,6.006052,1.524600,1.629416,0.000000,0.000000,0.000000,0.000000,0.000000,5.500000,0.000000,90.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.320000,0.450000,0.450000,1.250000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900000,5.500000,0.000000,0.000000,0.000000,26.780067,11,11
21544,fuelbed_21544.xml,70,220.000000,6.756808,2.286900,1.629416,0.000000,0.000000,0.000000,0.000000,0.000000,5.500000,0.000000,90.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.420000,0.890000,0.550000,1.750000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,2.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900000,5.500000,0.000000,0.000000,0.000000,29.533125,11,11
23141,fuelbed_23141.xml,292,230.000000,2.482919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,90.000000,0.000000,0.400000,0.000000,90.000000,0.000000,0.110000,1.670000,0.230000,0.500000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,2.000000,0.000000,0.000000,0.000000,12.442921,9,9
23142,fuelbed_23142.xml,292,230.000000,4.004035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,90.000000,0.000000,0.300000,0.000000,90.000000,0.000000,0.210000,0.220000,0.350000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,3.000000,0.000000,0.000000,0.000000,17.184036,9,9
23143,fuelbed_23143.xml,292,230.000000,6.006052,1.524600,1.629416,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.320000,0.450000,0.450000,1.250000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,5.500000,0.000000,0.000000,0.000000,26.530067,9,9
23144,fuelbed_23144.xml,292,230.000000,6.756808,2.286900,1.629416,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.420000,0.890000,0.550000,1.750000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,5.500000,0.000000,0.000000,0.000000,29.383125,9,9
23145,fuelbed_23145.xml,292,230.000000,10.510592,2.286900,1.629416,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,90.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.530000,0.890000,0.600000,2.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,5.500000,0.000000,0.000000,0.000000,30.746908,9,9
23146,fuelbed_23146.xml,292,230.000000,4.504539,4.573799,1.629416,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,90.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.630000,0.890000,0.650000,2.500000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.300000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,5.500000,0.000000,0.000000,0.000000,26.727755,9,9
31111,fuelbed_31111.xml,67,230.000000,0.102518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,90.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.020000,0.090000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.342518,11,11
31112,fuelbed_31112.xml,67,230.000000,0.122545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,90.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.040000,0.090000,0.100000,0.050000,0.150000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.252545,11,11
31113,fuelbed_31113.xml,67,230.000000,0.902378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,90.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.050000,0.180000,0.200000,0.250000,0.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.182378,11,11
31114,fuelbed_31114.xml,67,230.000000,0.969221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,90.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.070000,0.300000,0.300000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.289221,11,11
31115,fuelbed_31115.xml,67,230.000000,1.570806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.090000,0.300000,0.340000,0.750000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.300807,11,11
31116,fuelbed_31116.xml,67,230.000000,1.570806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.100000,0.300000,0.340000,1.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.760807,11,11
31121,fuelbed_31121.xml,67,230.000000,0.102518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,90.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.040000,0.090000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.082519,11,11
31122,fuelbed_31122.xml,67,230.000000,0.367635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.070000,0.180000,0.210000,0.450000,0.380000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.887636,11,11
31123,fuelbed_31123.xml,67,230.000000,1.804756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.110000,0.250000,0.340000,0.750000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,0.000000,0.000000,0.000000,9.704757,11,11
31124,fuelbed_31124.xml,67,230.000000,1.938442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.140000,0.300000,0.400000,1.000000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,0.000000,0.000000,0.000000,10.428442,11,11
31125,fuelbed_31125.xml,67,230.000000,3.141613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,90.000000,0.000000,0.200000,0.000000,80.000000,0.000000,0.180000,0.350000,0.410000,1.250000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,0.000000,0.000000,0.000000,12.081613,11,11
31126,fuelbed_31126.xml,67,230.000000,3.141613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.210000,0.350000,0.340000,1.500000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,0.000000,0.000000,0.000000,11.891613,11,11
31131,fuelbed_31131.xml,67,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,90.000000,0.000000,0.350000,0.000000,80.000000,0.000000,0.150000,0.160000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.910000,11,11
31132,fuelbed_31132.xml,67,230.000000,0.490181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.110000,0.220000,0.300000,0.750000,0.380000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,0.000000,0.000000,0.000000,10.930182,11,11
31133,fuelbed_31133.xml,67,230.000000,1.804756,0.000000,0.898425,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,90.000000,0.000000,0.200000,0.000000,80.000000,0.000000,0.160000,0.320000,0.350000,1.000000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.500000,0.000000,0.000000,0.000000,18.683180,11,11
31134,fuelbed_31134.xml,67,230.000000,1.938442,0.000000,2.123550,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.210000,0.450000,0.400000,1.250000,1.250000,1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,2.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.500000,0.000000,0.000000,0.000000,21.621994,11,11
31135,fuelbed_31135.xml,67,230.000000,3.141613,0.000000,1.633500,0.000000,0.000000,0.000000,0.000000,0.000000,7.500000,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.260000,0.500000,0.450000,1.500000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.500000,0.000000,0.000000,0.000000,23.435114,11,11
31136,fuelbed_31136.xml,67,230.000000,3.141613,0.000000,1.633500,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.320000,0.550000,0.470000,1.750000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,2.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.500000,0.000000,0.000000,0.000000,23.715115,11,11
31513,fuelbed_31513.xml,70,230.000000,0.970299,0.000000,0.181122,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,90.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.050000,0.180000,0.170000,0.500000,0.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.901422,11,11
31514,fuelbed_31514.xml,70,230.000000,1.617165,0.000000,0.172498,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,90.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.070000,0.300000,0.350000,0.750000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.909662,11,11
31523,fuelbed_31523.xml,70,230.000000,1.940598,0.000000,0.113202,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.110000,0.250000,0.400000,0.750000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,9.513800,11,11
31524,fuelbed_31524.xml,70,230.000000,3.234330,0.000000,0.107811,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.140000,0.300000,0.420000,1.000000,1.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,13.352141,11,11
31532,fuelbed_31532.xml,70,230.000000,0.862488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.110000,0.320000,0.300000,0.750000,0.380000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,11.402489,11,11
31533,fuelbed_31533.xml,70,230.000000,1.940598,0.000000,0.477505,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.200000,0.000000,80.000000,0.000000,0.160000,0.450000,0.350000,1.000000,0.750000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,1.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,17.528103,11,11
31534,fuelbed_31534.xml,70,230.000000,3.234330,0.000000,0.454766,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.210000,0.500000,0.400000,1.250000,1.750000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,2.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.500000,0.000000,0.000000,0.000000,21.299097,11,11
31541,fuelbed_31541.xml,70,230.000000,2.402421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.070000,1.670000,0.250000,0.200000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,2.000000,0.000000,0.000000,0.000000,14.342422,11,11
