Filename,FB_ID,FB_name,FCCS_Code,SFP,Surface_Reaction,Surface_Spread,Surface_Flamelength,CFP,Crown_Initiation,Crown_Transmissivity,Crown_Spread,AFP,Available_Flame,Available_Smolder,Available_Residual,Version
fuelbed_42143.xml,42143,"Xeric upland 21-40 yr old oak-pine forest, >20 yr mFRI",341,3.212,2.4895,3.212,2.1861,4.0255,4.248,5.8419,3.1968,1.4447,0.988,0.2852,0.1715,3.0.257
fuelbed_42144.xml,42144,"Xeric upland 41-60 yr old oak-pine forest, >20 yr mFRI",452,3.9995,2.4734,3.9995,2.4179,4.966,4.6371,7.1922,4.552,2.3519,1.5262,0.5543,0.2715,3.0.257
fuelbed_42145.xml,42145,"Xeric upland 61-100 yr old oak-pine forest, >20 yr mFRI",463,3.7638,2.3138,3.7638,2.2726,5.5637,3.5689,9,6.4121,2.8642,1.8714,0.6223,0.3705,3.0.257
fuelbed_42146.xml,42146,"Xeric upland >100 yr old oak-pine forest, >20 yr mFRI",463,3.7639,2.3138,3.7639,2.2726,5.5637,3.5689,9,6.4121,2.8892,1.8765,0.6274,0.3853,3.0.257
fuelbed_43141.xml,43141,Xeric upland 0-10 yr old oak forest >20 yr mFRI,100,1.446,1.8068,1.446,1.3385,0,0,0,0,0.1176,0.0982,0.0066,0.0128,3.0.257
fuelbed_43142.xml,43142,"Xeric upland 11-20 yr old oak forest, >20 yr mFRI",220,2.4073,1.9611,2.4073,1.8377,1.7688,3.2345,0,0.8926,0.3176,0.226,0.0164,0.0752,3.0.257
fuelbed_43143.xml,43143,"Xeric upland 21-40 yr old oak forest, >20 yr mFRI",321,2.9107,2.0002,2.9107,1.9425,2.0405,2.6323,0,2.1284,0.6585,0.4711,0.0737,0.1136,3.0.257
fuelbed_43144.xml,43144,"Xeric upland 41-60 yr old oak forest, >20 yr mFRI",541,4.5014,2.4057,4.5014,2.5144,3.5545,2.8769,5.8419,3.4691,0.902,0.616,0.1132,0.1728,3.0.257
fuelbed_43145.xml,43145,"Xeric upland 61-100 yr old oak forest, >20 yr mFRI",521,4.5841,2.241,4.5841,2.436,2.1119,2.53,7.1922,0,1.0972,0.7009,0.1435,0.2528,3.0.257
fuelbed_43146.xml,43146,"Xeric upland >100 yr old oak forest, >20 yr mFRI",421,4.48,2.2935,4.48,2.4438,2.1149,2.537,7.1922,0,1.1622,0.7442,0.1492,0.2688,3.0.257
fuelbed_44141.xml,44141,"Xeric upland 0-10 yr old sand pine forest, >20 yr mFRI",310,3.0332,4.9014,3.0332,2.9577,0.5932,0,0,1.3839,0.3649,0.2759,0.019,0.07,3.0.257
fuelbed_44142.xml,44142,"Xeric upland 11-20 yr old sand pine forest, >20 yr mFRI",331,2.9667,3.4146,2.9667,2.5829,3.1541,4.911,0,2.448,0.8055,0.5883,0.0908,0.1264,3.0.257
fuelbed_44143.xml,44143,"Xeric upland 21-40 yr old sand pine forest, >20 yr mFRI",442,4.0778,3.2157,4.0778,2.9257,4.2659,2.7032,8.1225,4.5423,1.6114,1.1747,0.2963,0.1405,3.0.257
fuelbed_44144.xml,44144,"Xeric upland 41-60 yr old sand pine forest, >20 yr mFRI",442,4.1958,3.0875,4.1958,2.8985,4.4327,2.3204,8.507,5.1861,2.0256,1.5693,0.3017,0.1546,3.0.257
fuelbed_44145.xml,44145,Xeric upland 61-100 yr old sand pine forest and >20 yr mFRI,442,3.7267,2.4949,3.7267,2.5505,4.4555,1.7513,8.507,5.8084,2.0154,1.6764,0.269,0.07,3.0.257
fuelbed_44146.xml,44146,Xeric upland >100 yr old sand pine forest and >20 yr mFRI,453,4.1541,2.4949,4.1541,2.6811,5.1999,3.3528,8.507,5.9438,2.789,2.45,0.269,0.07,3.0.257
fuelbed_44541.xml,44541,"Xeric upland 0-10 yr old sand pine plantation, >20 year mFRI",310,3.1313,2.5227,3.1313,2.3138,0.5296,0,0,1.2355,0.2809,0.2075,0.0146,0.0587,3.0.257
fuelbed_44542.xml,44542,"Xeric upland 11-20 yr old sand pine plantation, >20 yr mFRI",431,3.9529,2.9704,3.9529,2.7989,3.4782,5.2662,0,2.8489,0.7443,0.5857,0.0744,0.0841,3.0.257
fuelbed_44543.xml,44543,"Xeric upland 21-40 yr old sand pine plantation, >20 yr mFRI",442,4.1484,3.1157,4.1484,2.9224,4.4211,2.7006,8.1225,4.9073,1.5355,1.1574,0.2799,0.0982,3.0.257
fuelbed_44544.xml,44544,"Xeric upland 41-60 yr old sand pine plantation, >20 yr mFRI",452,4.293,3.0946,4.293,2.9628,4.5048,2.3651,8.507,5.3096,1.9709,1.5537,0.2908,0.1264,3.0.257
fuelbed_57900.xml,57900,Rangeland,700,7.4541,3.9515,7.4541,3.7068,0,0,0,0,0.0676,0.0676,0,0,3.0.257
