Filename,Fuelbed_number,Fuelbed_name,Benchmark_ROS,Benchmark_FL,Benchmark_RI,Benchmark_RI_Shrub,Benchmark_RI_Herb,Benchmark_RI_Wood,Benchmark_RI_LLM,Crosswalk13,ROS%13,FL%13,Crosswalk40,ROS%40,FL%40,Custom_ROS,Custom_FL,Custom_RI,Custom_RI_Shrub,Custom_RI_Herb,Custom_RI_Wood,Custom_RI_LLM,Custom_Crosswalk13,Custom_ROS%13,Custom_FL%13,Custom_Crosswalk40,Custom_ROS%40,Custom_FL%40,FCC_Code,Surface_fire_potential,Reaction_potential,Spread_potential,Flamelength_potential,Crown_fire_potential,Crown_initiation_potential,Crown-crown_trans_potential,Crownfire_spread_potential,Available_fuel_potential,Flame_available_potential,Smolder_available_potential,Residual_smolder_potential,Depth_shrub,Depth_herb,Depth_woody,Depth_LLM,Depth_surface_fuels,PercentCover_shrub,PercentCover_herb,PercentCover_woody,PercentCover_LLM,Tree_over_crown_load,Tree_mid_crown_load,Tree_under_crown_load,Tree_aboveground_load,Snag_class1_foliage_load,Snag_class1_wood_load,Snag_class1_other_load,Snag_class2_load,Snag_class3_load,Ladderfuels_load,Shrub_primary_load,Shrub_primary_crown_load,Shrub_secondary_load,Shrub_secondary_crown_load,Shrub_needleDrape_load,Herb_primary_load,Herb_secondary_load,Woody_sound_1hr_load,Woody_sound_10hr_load,Woody_sound_100hr_load,Woody_sound_1000hr_load,Woody_sound_10khr_load,Woody_sound_GT10k_load,Woody_rotten_1000hr_load,Woody_rotten_10k_load,Woody_rotten_GT10k_load,Woody_pile_load,Woody_stumps_sound_load,Woody_stumps_rotten_load,Woody_stumps_lightered_load,LLM_litter_load,LLM_lichen_load,LLM_moss_load,Ground_upperduff_load,Ground_lowerduff_load,Ground_basalaccum_load,Ground_squirrelmid_load,Total_aboveground_biomass,Total_carbon_load,Version
fuelbed_15136.xml,15136,"Wet flatland >100 yr old tall evergreen shrubland, 9-20 yr mFRI",18.0788,12.5121,15539.1660,15060.6279,0.0000,46.9157,431.6220,13.0000,127.4050,131.7061,203.0000,88.1891,158.3807,18.0788,12.5121,15539.1660,15060.6279,0.0000,46.9157,431.6220,13.0000,127.4050,131.7061,203.0000,88.1891,158.3807,943.0000,8.5038,9.0000,8.5038,7.0745,4.3089,7.2777,0.0000,2.7758,3.3619,2.9525,0.1963,0.2132,10.0000,,0.2500,0.1667,5.5215,75.0000,,20.0000,95.0000,1.1651,,,1.1447,,,,,,,20.0000,12.4000,,,0.0000,,,3.9600,1.4100,1.3700,1.7500,0.8800,0.8800,0.0000,0.0000,0.0000,,,,,3.8000,,,1.0000,,,,36.1947,9.4723,3.0.257
fuelbed_15141.xml,15141,"Wet flatland 0-10 yr old all evergreen shrubland, >20 yr mFRI",13.7856,5.9123,4489.8857,3995.9084,0.0000,1.2480,492.7295,10.0000,184.2999,125.7929,163.0000,69.2746,93.8455,13.7856,5.9123,4489.8857,3995.9084,0.0000,1.2480,492.7295,10.0000,184.2999,125.7929,163.0000,69.2746,93.8455,701.0000,7.4258,5.3605,7.4258,4.8630,0.0000,0.0000,0.0000,0.0000,1.4259,1.3225,0.1034,0.0000,8.0000,0.0000,0.0333,0.1500,5.5041,75.0000,0.0000,15.0000,60.0000,0.7229,,,0.0797,,,,,,,12.0000,6.1680,,,0.0000,0.0000,,0.4900,0.1800,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,2.5000,,,1.0000,,,,16.4197,5.1739,3.0.257
fuelbed_15142.xml,15142,"Wet flatland 11-20 yr old all evergreen shrubland, >20 yr mFRI",4.1480,2.1613,1800.9464,1305.8394,0.0000,2.3776,492.7295,9.0000,60.8207,86.4527,183.0000,319.0747,240.1464,4.1480,2.1613,1800.9464,1305.8394,0.0000,2.3776,492.7295,9.0000,60.8207,86.4527,183.0000,319.0747,240.1464,401.0000,4.0733,3.3950,4.0733,2.9403,0.0000,0.0000,0.0000,0.0000,0.7668,0.6600,0.1068,0.0000,6.0000,0.0000,0.0667,0.0833,2.7224,70.0000,0.0000,15.0000,20.0000,0.1536,,,0.2751,,,,,,,4.0000,2.0560,,,0.0000,0.0000,,0.9900,0.3500,0.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,1.8000,,,1.0000,,,,8.7551,2.8656,3.0.257
fuelbed_15143.xml,15143,"Wet flatland 21-40 yr old all evergreen shrubland, >20 yr mFRI",8.9857,3.8415,2778.0876,2282.6880,0.0000,2.6701,492.7295,9.0000,131.7553,153.6598,146.0000,48.3103,46.8475,8.9857,3.8415,2778.0876,2282.6880,0.0000,2.6701,492.7295,9.0000,131.7553,153.6598,146.0000,48.3103,46.8475,631.0000,5.9952,4.2166,5.9952,3.9199,3.0253,7.0585,0.0000,0.0000,1.2339,1.0359,0.1295,0.0685,7.0000,0.0000,0.1250,0.1083,3.0469,75.0000,0.0000,15.0000,40.0000,0.3615,,,0.0372,,,,,,,6.0000,3.0840,,,0.0000,0.0000,,1.9800,0.7100,0.6900,0.5000,0.2500,0.2500,0.0000,0.0000,0.0000,,,,,2.0000,,,1.0000,,,,13.4172,3.3606,3.0.257
fuelbed_15144.xml,15144,"Wet flatland 41-60 yr old all evergreen shrubland, >20 yr mFRI",13.0756,8.5031,10156.2334,9658.1279,0.0000,5.3760,492.7295,13.0000,92.1465,89.5067,203.0000,63.7834,107.6346,13.0756,8.5031,10156.2334,9658.1279,0.0000,5.3760,492.7295,13.0000,92.1465,89.5067,203.0000,63.7834,107.6346,733.0000,7.2320,8.0623,7.2320,5.8320,3.4713,8.0992,0.0000,0.0000,3.0084,2.7125,0.1589,0.1371,8.0000,0.0000,0.2500,0.1667,4.1892,75.0000,0.0000,15.0000,95.0000,1.8073,,,0.5069,,,,,,,20.0000,10.2800,,,0.0000,0.0000,,3.9600,1.4100,1.3700,1.0000,0.5000,0.5000,0.0000,0.0000,0.0000,,,,,3.0000,,,1.0000,,,,33.2469,7.6935,3.0.257
fuelbed_15145.xml,15145,"Wet flatland 61-100 yr old all evergreen shrubland, >20 yr mFRI",13.2582,8.2933,9500.0361,9001.9795,0.0000,5.3274,492.7295,13.0000,93.4332,87.2978,202.0000,116.2997,156.4772,13.2582,8.2933,9500.0361,9001.9795,0.0000,5.3274,492.7295,13.0000,93.4332,87.2978,202.0000,116.2997,156.4772,733.0000,7.2824,7.7975,7.2824,5.7596,2.6085,6.0861,0.0000,0.0000,3.2584,2.7940,0.1903,0.2741,10.0000,0.0000,0.2500,0.1667,5.2336,75.0000,0.0000,15.0000,95.0000,1.8073,,,1.1627,,,,,,,20.0000,10.2800,,,0.0000,0.0000,,3.9600,1.4100,1.3700,2.0000,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,3.5000,,,1.0000,,,,36.4027,8.2713,3.0.257
fuelbed_15146.xml,15146,"Wet flatland >100 yr old all evergreen shrubland, >20 yr mFRI",13.2582,8.2933,9500.0361,9001.9795,0.0000,5.3274,492.7295,13.0000,93.4332,87.2978,202.0000,116.2997,156.4772,13.2582,8.2933,9500.0361,9001.9795,0.0000,5.3274,492.7295,13.0000,93.4332,87.2978,202.0000,116.2997,156.4772,733.0000,7.2824,7.7975,7.2824,5.7596,2.6085,6.0861,0.0000,0.0000,3.2884,2.8240,0.1903,0.2741,10.0000,0.0000,0.2500,0.1667,5.2336,75.0000,0.0000,15.0000,95.0000,1.8073,,,1.1627,,,,,,,20.0000,10.2800,,,0.0000,0.0000,,3.9600,1.4100,1.3700,2.0000,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,3.8000,,,1.0000,,,,36.7027,8.4213,3.0.257
fuelbed_16100.xml,16100,"Wet flatland >0 yr old short shrubland, >20 yr mFRI",2.8904,3.0680,5514.5430,2914.9934,1941.7135,249.9032,407.9324,9.0000,42.3813,122.7198,189.0000,41.8899,71.3487,2.8904,3.0680,5514.5430,2914.9934,1941.7135,249.9032,407.9324,9.0000,42.3813,122.7198,189.0000,41.8899,71.3487,401.0000,3.5031,5.9408,3.4002,3.5031,0.0000,0.0000,0.0000,0.0000,0.9338,0.7698,0.1640,0.0000,5.0000,1.0000,0.0167,0.0417,3.5765,85.0000,10.0000,20.0000,50.0000,,,,,,,,,,,8.0000,4.0400,,,0.0000,0.5000,,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.7800,,,1.6000,,,,11.4800,3.9400,3.0.257
fuelbed_16900.xml,16900,"Wet flatland >0 yr old broadleaf forest, >20 yr mFRI",2.3118,1.4956,1129.8201,629.5798,36.6811,231.0793,232.4798,8.0000,140.1107,149.5571,161.0000,100.5142,93.4732,2.3118,1.4956,1129.8201,629.5798,36.6811,231.0793,232.4798,8.0000,140.1107,149.5571,161.0000,100.5142,93.4732,300.0000,3.0409,2.6890,3.0409,2.4459,0.0000,0.0000,0.0000,0.0000,0.3802,0.2102,0.1700,0.0000,10.0000,1.5000,0.0417,0.0417,0.7003,10.0000,15.0000,20.0000,95.0000,,,,,,,,,,,1.4600,0.7373,,,0.0000,0.0100,,0.2000,0.2000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.2600,,,1.6000,,,,4.2300,1.7837,3.0.257
fuelbed_17100.xml,17100,"Salt marsh >0 yr old mechanically mowed short shrubland, > 30 yr mFRI",72.1724,15.0441,11136.8916,0.0000,11136.8916,0.0000,0.0000,4.0000,108.2694,84.9947,147.0000,247.1657,130.8179,72.1724,15.0441,11136.8916,0.0000,11136.8916,0.0000,0.0000,4.0000,108.2694,84.9947,147.0000,247.1657,130.8179,900.0000,9.0000,8.4425,9.0000,7.7573,0.0000,0.0000,0.0000,0.0000,0.4000,0.4000,0.0000,0.0000,0.0000,3.0000,0.0000,,3.0000,0.0000,100.0000,0.0000,,,,,,,,,,,,,,,,0.0000,4.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,4.0000,2.0000,3.0.257
fuelbed_21111.xml,21111,"Mesic flatland 0-10 yr old longleaf pine forest, 1-3 yr mFRI",4.6650,2.0961,2218.1958,358.1754,1785.8722,18.6837,55.4644,9.0000,68.4019,83.8453,183.0000,358.8469,232.9035,4.6650,2.0961,2218.1958,358.1754,1785.8722,18.6837,55.4644,9.0000,68.4019,83.8453,183.0000,358.8469,232.9035,400.0000,4.3197,3.7678,4.3197,2.8956,0.4000,0.0000,0.0000,0.9333,0.1557,0.1460,0.0038,0.0060,1.0000,1.5000,0.1667,0.0083,0.6601,5.0000,75.0000,5.0000,20.0000,0.0431,,,0.0422,,,,,,,0.5000,0.3250,,,0.0000,0.6000,,0.0900,0.0900,0.0900,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0300,,,,,,,1.5422,0.4986,3.0.257
fuelbed_21112.xml,21112,"Mesic flatland 11-20 yr old longleaf pine forest, 1-3 yr mFRI",4.8206,2.5921,2920.3350,906.6511,1866.7195,26.0579,120.9065,9.0000,70.6828,103.6851,188.0000,104.7949,86.4042,4.8206,2.5921,2920.3350,906.6511,1866.7195,26.0579,120.9065,9.0000,70.6828,103.6851,188.0000,104.7949,86.4042,420.0000,4.3912,4.3232,4.3912,3.2200,1.7243,2.7248,0.0000,1.2982,0.2914,0.2379,0.0101,0.0433,1.5000,1.5000,0.1667,0.0083,0.4766,8.0000,65.0000,5.0000,40.0000,0.2156,,,0.3933,,,,,,,1.0000,0.6500,,,0.0000,0.6000,,0.1100,0.0900,0.0900,0.3000,0.1500,0.1500,0.0000,0.0000,0.0000,,,,,0.0500,,,,,,,2.9333,0.8467,3.0.257
fuelbed_21113.xml,21113,"Mesic flatland 21-40 yr old longleaf pine forest, 1-3 yr mFRI",5.0939,2.7334,2954.2615,955.1320,1628.4259,42.4264,328.2770,9.0000,74.6908,109.3360,188.0000,110.7372,91.1133,5.0939,2.7334,2954.2615,955.1320,1628.4259,42.4264,328.2770,9.0000,74.6908,109.3360,188.0000,110.7372,91.1133,521.0000,4.5139,4.3482,4.5139,3.3066,1.8765,2.2355,0.0000,2.1426,0.5515,0.4448,0.0201,0.0867,1.8000,1.5000,0.1667,0.0167,0.3952,10.0000,55.0000,5.0000,60.0000,0.9703,,0.1811,6.0189,,,,,,,1.0000,0.6500,,,0.0000,0.5000,,0.1300,0.1700,0.1700,0.6000,0.3000,0.3000,0.0000,0.0000,0.0000,,,,,0.1000,,,,,,,9.2889,3.6345,3.0.257
fuelbed_21114.xml,21114,"Mesic flatland 41-60 yr old longleaf pine forest, 1-3 yr mFRI",6.2370,3.2783,3578.7329,982.8000,1703.6630,71.5775,820.6925,9.0000,91.4514,131.1320,189.0000,90.3911,76.2396,6.2370,3.2783,3578.7329,982.8000,1703.6630,71.5775,820.6925,9.0000,91.4514,131.1320,189.0000,90.3911,76.2396,521.0000,4.9948,4.7858,4.9948,3.6212,1.8517,2.0626,0.0000,2.2579,0.7862,0.6269,0.0297,0.1296,2.0000,1.5000,0.1667,0.0500,0.3833,10.0000,55.0000,5.0000,95.0000,1.6172,,0.1725,30.8688,,,,,,,1.0000,0.6500,,,0.0000,0.5000,,0.1400,0.3500,0.3500,0.7500,0.5000,0.5000,0.0000,0.0000,0.0000,,,,,0.2500,,,,,,,35.2088,16.1344,3.0.257
fuelbed_21115.xml,21115,"Mesic flatland 61-100 yr old longleaf pine forest, 1-3 yr mFRI",6.3907,3.2896,3403.7905,993.3160,1354.9790,72.4443,983.0514,9.0000,93.7058,131.5857,189.0000,92.6194,76.5033,6.3907,3.2896,3403.7905,993.3160,1354.9790,72.4443,983.0514,9.0000,93.7058,131.5857,189.0000,92.6194,76.5033,521.0000,5.0560,4.6674,5.0560,3.6275,1.7128,1.7857,0.0000,2.2107,0.8222,0.6429,0.0348,0.1445,2.0000,1.5000,0.1667,0.0667,0.3473,10.0000,55.0000,5.0000,95.0000,1.6172,,0.1725,53.7059,,,,,,,1.0000,0.6500,,,0.0000,0.4000,,0.1500,0.3500,0.3500,1.0000,0.5000,0.5000,0.0000,0.0000,0.0000,,,,,0.4500,,,,,,,58.4059,27.6029,3.0.257
fuelbed_21116.xml,21116,"Mesic flatland >100 yr old longleaf pine forest, 1-3 yr mFRI",6.2404,3.2644,3421.5083,998.0516,1363.4332,76.9723,983.0514,9.0000,91.5017,130.5754,189.0000,90.4408,75.9159,6.2404,3.2644,3421.5083,998.0516,1363.4332,76.9723,983.0514,9.0000,91.5017,130.5754,189.0000,90.4408,75.9159,521.0000,4.9962,4.6795,4.9962,3.6135,1.7010,1.7797,0.0000,2.1891,0.8932,0.6740,0.0449,0.1743,2.0000,1.5000,0.1667,0.0917,0.3448,10.0000,55.0000,5.0000,95.0000,1.6172,,0.1725,53.7059,,,,,,,1.0000,0.6500,,,0.0000,0.4000,,0.1600,0.3500,0.3500,1.5000,0.5000,0.5000,0.0000,0.0000,0.0000,,,,,0.6500,,,,,,,59.1159,27.7029,3.0.257
fuelbed_21121.xml,21121,"Mesic flatland 0-10 yr old longleaf pine forest, 4-8 yr mFRI",2.6152,2.0338,3119.1167,1008.1703,1714.1561,45.6734,351.1170,9.0000,38.3457,81.3527,183.0000,201.1674,225.9799,2.6152,2.0338,3119.1167,1008.1703,1714.1561,45.6734,351.1170,9.0000,38.3457,81.3527,183.0000,201.1674,225.9799,300.0000,3.2343,4.4679,3.2343,2.8522,0.4059,0.0000,0.0000,0.9471,0.2763,0.2334,0.0131,0.0298,2.0000,1.0000,0.2083,0.0083,0.3287,10.0000,60.0000,10.0000,20.0000,0.0604,,,0.0422,,,,,,,1.0000,0.6500,,,0.0000,0.5000,,0.1000,0.2000,0.1500,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.2500,,,,,,,2.7422,0.7211,3.0.257
fuelbed_21122.xml,21122,"Mesic flatland 11-20 yr old longleaf pine forest, 4-8 yr mFRI",3.8897,3.0540,4460.7295,2022.7860,1859.6211,93.7752,484.5474,9.0000,57.0331,122.1600,189.0000,56.3718,71.0233,3.8897,3.0540,4460.7295,2022.7860,1859.6211,93.7752,484.5474,9.0000,57.0331,122.1600,189.0000,56.3718,71.0233,421.0000,3.9444,5.3431,3.9444,3.4951,2.1018,3.0314,0.0000,1.8725,0.6617,0.5077,0.0299,0.1241,3.0000,1.0000,0.2083,0.0083,0.5056,20.0000,50.0000,10.0000,40.0000,0.6469,,0.0593,0.4767,,,,,,,2.0000,1.3000,,,0.0000,0.5000,,0.1600,0.2500,0.2000,1.0000,0.3800,0.3800,0.0000,0.0000,0.0000,,,,,0.4500,,,,,,,5.7967,1.3633,3.0.257
fuelbed_21123.xml,21123,"Mesic flatland 21-40 yr old longleaf pine forest, 4-8 yr mFRI",6.2437,4.3351,5374.2124,2985.8796,1600.4855,171.6448,616.2022,10.0000,83.4714,92.2368,162.0000,68.6116,139.8429,6.2437,4.3351,5374.2124,2985.8796,1600.4855,171.6448,616.2022,10.0000,83.4714,92.2368,162.0000,68.6116,139.8429,541.0000,4.9975,5.8647,4.9975,4.1642,3.5033,2.7834,7.1922,2.9929,1.2005,0.9073,0.0914,0.2018,3.5000,1.0000,0.2083,0.0167,0.6977,25.0000,40.0000,10.0000,60.0000,1.9406,,0.1132,11.7180,,,,,,,3.0000,1.9500,,,0.0000,0.4000,,0.2300,0.3000,0.2400,1.2500,0.7500,0.7500,0.0000,0.0000,0.0000,,,,,0.6500,,,0.5000,,,,19.7880,7.7590,3.0.257
fuelbed_21124.xml,21124,"Mesic flatland 41-60 yr old longleaf pine forest, 4-8 yr mFRI",7.5677,4.8468,5576.9790,2944.5037,1724.8739,291.3993,616.2022,10.0000,101.1725,103.1227,165.0000,103.6671,73.4358,7.5677,4.8468,5576.9790,2944.5037,1724.8739,291.3993,616.2022,10.0000,101.1725,103.1227,165.0000,103.6671,73.4358,642.0000,5.5019,5.9743,5.5019,4.4031,3.5152,2.4762,7.1922,3.3279,1.6722,1.2188,0.1094,0.3440,4.0000,1.0000,0.2083,0.0583,0.7511,25.0000,30.0000,10.0000,95.0000,3.2343,,0.1078,43.2601,,,,,,,3.0000,1.9500,,,0.0000,0.4000,,0.2900,0.3500,0.3200,1.5000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,0.8500,,,0.5000,,,,53.4701,23.6301,3.0.257
fuelbed_21125.xml,21125,"Mesic flatland 61-100 yr old longleaf pine forest, 4-8 yr mFRI",6.6986,4.5351,5200.6196,2921.8706,1314.6979,347.8492,616.2022,10.0000,89.5539,96.4911,162.0000,73.6113,146.2929,6.6986,4.5351,5200.6196,2921.8706,1314.6979,347.8492,616.2022,10.0000,89.5539,96.4911,162.0000,73.6113,146.2929,532.0000,5.1763,5.7692,5.1763,4.2591,3.2886,2.0692,7.1922,3.2063,1.7222,1.2482,0.1151,0.3589,4.0000,1.0000,0.2083,0.0833,0.7546,25.0000,30.0000,10.0000,95.0000,3.2343,,0.1078,74.8173,,,,,,,3.0000,1.9500,,,0.0000,0.3000,,0.3100,0.4500,0.3500,1.7500,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,1.0500,,,0.5000,,,,85.5273,39.4587,3.0.257
fuelbed_21126.xml,21126,"Mesic flatland >100 yr old longleaf pine forest, 4-8 yr mFRI",6.5867,4.5222,5237.1465,2933.2087,1320.8058,366.9296,616.2022,10.0000,88.0576,96.2166,162.0000,72.3814,145.8768,6.5867,4.5222,5237.1465,2933.2087,1320.8058,366.9296,616.2022,10.0000,88.0576,96.2166,162.0000,72.3814,145.8768,532.0000,5.1329,5.7895,5.1329,4.2531,3.2738,2.0667,7.1922,3.1742,1.7732,1.2783,0.1211,0.3738,4.0000,1.0000,0.2083,0.1000,0.7502,25.0000,30.0000,10.0000,95.0000,3.2343,,0.1078,74.8173,,,,,,,3.0000,1.9500,,,0.0000,0.3000,,0.3200,0.4500,0.4000,2.0000,1.5000,1.5000,0.0000,0.0000,0.0000,,,,,1.2500,,,0.5000,,,,86.0373,39.5587,3.0.257
fuelbed_21131.xml,21131,"Mesic flatland 0-10 yr old longleaf pine forest and 9-20 yr mFRI",3.2343,2.5305,3361.0391,1666.0021,1290.9901,60.3924,343.6546,9.0000,47.4241,101.2194,188.0000,70.3114,84.3495,3.2343,2.5305,3361.0391,1666.0021,1290.9901,60.3924,343.6546,9.0000,47.4241,101.2194,188.0000,70.3114,84.3495,400.0000,3.5968,4.6380,3.5968,3.1815,0.4414,0.0000,0.0000,1.0298,0.3997,0.3787,0.0090,0.0119,3.2000,1.0000,0.3583,0.0250,0.5364,20.0000,45.0000,15.0000,20.0000,0.1213,,,0.0459,,,,,,,2.0000,1.2200,,,0.0000,0.4500,,0.1200,0.1200,0.2500,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.9500,,,,,,,4.1359,1.3329,3.0.257
fuelbed_21132.xml,21132,"Mesic flatland 11-20 yr old longleaf pine forest and 9-20 yr mFRI",9.0719,5.2622,5496.0181,3310.9270,1561.3311,136.9344,486.8258,10.0000,121.2822,111.9627,163.0000,45.5875,83.5277,9.0719,5.2622,5496.0181,3310.9270,1561.3311,136.9344,486.8258,10.0000,121.2822,111.9627,163.0000,45.5875,83.5277,631.0000,6.0239,5.9308,6.0239,4.5879,2.9215,4.2149,0.0000,2.6013,1.0817,0.8917,0.0779,0.1122,6.2000,1.0000,0.3583,0.0417,2.0480,40.0000,35.0000,15.0000,40.0000,0.8625,,,0.7866,,,,,,,5.0000,3.0500,,,0.0000,0.4500,,0.2000,0.1600,0.3000,0.8000,0.3800,0.3800,0.0000,0.0000,0.0000,,,,,1.5000,,,0.5000,,,,10.4566,3.2933,3.0.257
fuelbed_21133.xml,21133,"Mesic flatland 21-40 yr old longleaf pine forest and 9-20 yr mFRI",10.3947,6.3693,6891.5254,4388.1890,1526.8831,285.2538,691.1990,12.0000,89.1485,87.2510,202.0000,91.1817,120.1759,10.3947,6.3693,6891.5254,4388.1890,1526.8831,285.2538,691.1990,12.0000,89.1485,87.2510,202.0000,91.1817,120.1759,642.0000,6.4482,6.6412,6.4482,5.0475,3.8993,3.3979,7.1922,3.3025,1.8916,1.4162,0.2886,0.1869,6.2000,1.0000,0.3583,0.0500,3.1547,60.0000,25.0000,15.0000,60.0000,1.9406,,0.4775,11.9760,,,,,,,7.0000,4.2700,,,0.0000,0.4000,,0.2800,0.3200,0.3500,1.0000,0.7500,0.7500,0.0000,0.0000,0.0000,,,,,1.9500,,,2.5000,,,,27.2760,11.2980,3.0.257
fuelbed_21134.xml,21134,"Mesic flatland 41-60 yr old longleaf pine forest and 9-20 yr mFRI",10.6257,6.4350,6571.2510,4179.3154,1207.3314,493.4049,691.1990,12.0000,91.1296,88.1512,203.0000,51.8328,81.4562,10.6257,6.4350,6571.2510,4179.3154,1207.3314,493.4049,691.1990,12.0000,91.1296,88.1512,203.0000,51.8328,81.4562,742.0000,6.5194,6.4851,6.5194,5.0735,3.7434,2.8622,7.1922,3.4745,2.4538,1.7526,0.3148,0.3864,7.2000,1.0000,0.3583,0.0667,3.6047,60.0000,20.0000,15.0000,95.0000,3.2343,,0.4548,43.7035,,,,,,,7.0000,4.2700,,,0.0000,0.3000,,0.3600,0.6500,0.4000,1.5000,1.7500,1.7500,0.0000,0.0000,0.0000,,,,,2.1500,,,2.5000,,,,62.0635,27.2118,3.0.257
fuelbed_21135.xml,21135,"Mesic flatland 61-100 yr old longleaf pine forest and 9-20 yr mFRI",10.3351,6.3387,6290.4136,4225.1377,815.0519,559.0251,691.1990,12.0000,88.6371,86.8314,202.0000,90.6586,119.5979,10.3351,6.3387,6290.4136,4225.1377,815.0519,559.0251,691.1990,12.0000,88.6371,86.8314,202.0000,90.6586,119.5979,643.0000,6.4296,6.3450,6.4296,5.0354,3.5515,2.4276,7.1922,3.4613,2.5228,1.7807,0.3259,0.4162,7.5000,1.0000,0.3583,0.1000,3.4737,55.0000,15.0000,15.0000,95.0000,3.2343,,0.4548,76.2047,,,,,,,7.0000,4.2700,,,0.0000,0.2000,,0.4000,0.6500,0.4500,2.0000,1.7500,1.7500,0.0000,0.0000,0.0000,,,,,2.3500,,,2.5000,,,,95.2547,43.5123,3.0.257
fuelbed_21136.xml,21136,"Mesic flatland >100 yr old longleaf pine forest and 9-20 yr mFRI",9.0306,5.6323,5336.6084,3603.4446,407.1603,634.8040,691.1990,10.0000,120.7305,119.8352,163.0000,45.3801,89.4009,9.0306,5.6323,5336.6084,3603.4446,407.1603,634.8040,691.1990,10.0000,120.7305,119.8352,163.0000,45.3801,89.4009,633.0000,6.0102,5.8442,6.0102,4.7465,3.4619,2.3060,7.1922,3.3737,2.5023,1.7393,0.3319,0.4311,7.5000,1.0000,0.3583,0.1167,3.0846,50.0000,10.0000,15.0000,95.0000,3.2343,,0.4548,76.2047,,,,,,,6.0000,3.6600,,,0.0000,0.1000,,0.4800,0.6500,0.5000,2.2500,1.7500,1.7500,0.0000,0.0000,0.0000,,,,,2.7500,,,2.5000,,,,94.9347,43.3573,3.0.257
fuelbed_21513.xml,21513,"Mesic flatland 21-40 yr old long-needle pine plantation, 1-3 yr mFRI",7.6861,3.9067,3617.7817,1942.7458,1304.1434,42.6154,328.2770,9.0000,112.6998,156.2672,146.0000,41.3233,47.6425,7.6861,3.9067,3617.7817,1942.7458,1304.1434,42.6154,328.2770,9.0000,112.6998,156.2672,146.0000,41.3233,47.6425,621.0000,5.5448,4.8118,5.5448,3.9531,2.1637,2.6111,0.0000,2.4372,0.6358,0.5290,0.0201,0.0867,1.8000,1.5000,0.1667,0.0167,0.5300,30.0000,50.0000,5.0000,60.0000,0.9703,,0.1811,7.9491,,,,,,,2.0000,1.3000,,,0.0000,0.4000,,0.1300,0.1700,0.1700,0.6000,0.3000,0.3000,0.0000,0.0000,0.0000,,,,,0.1000,,,,,,,12.1191,4.8745,3.0.257
fuelbed_21514.xml,21514,"Mesic flatland 41-60 yr old long-needle pine plantation, 1-3 yr mFRI",7.1033,4.0002,4214.1206,1945.5002,1373.9335,73.9943,820.6925,10.0000,94.9638,85.1096,162.0000,78.0582,129.0372,7.1033,4.0002,4214.1206,1945.5002,1373.9335,73.9943,820.6925,10.0000,94.9638,85.1096,162.0000,78.0582,129.0372,521.0000,5.3304,5.1933,5.3304,4.0001,2.0348,2.2490,0.0000,2.4985,0.8704,0.7112,0.0297,0.1296,2.0000,1.5000,0.1667,0.0500,0.5490,30.0000,50.0000,5.0000,95.0000,1.6172,,0.1725,40.9077,,,,,,,2.0000,1.3000,,,0.0000,0.4000,,0.1400,0.3500,0.3500,0.7500,0.5000,0.5000,0.0000,0.0000,0.0000,,,,,0.2500,,,,,,,46.1477,21.4289,3.0.257
fuelbed_21523.xml,21523,"Mesic flatland 21-40 yr old long-needle pine plantation, 4-8 yr mFRI",8.3102,5.0784,5635.9170,3319.4810,1563.9847,136.2488,616.2022,10.0000,111.0988,108.0516,165.0000,113.8383,76.9458,8.3102,5.0784,5635.9170,3319.4810,1563.9847,136.2488,616.2022,10.0000,111.0988,108.0516,165.0000,113.8383,76.9458,641.0000,5.7655,6.0058,5.7655,4.5071,3.6759,2.9816,7.1922,3.1976,1.2778,0.9846,0.0914,0.2018,3.5000,1.0000,0.2083,0.0167,1.4333,50.0000,40.0000,15.0000,60.0000,1.9406,,0.1132,15.5783,,,,,,,4.0000,2.6000,,,0.0000,0.4000,,0.2300,0.1300,0.2400,1.2500,0.7500,0.7500,0.0000,0.0000,0.0000,,,,,0.6500,,,0.5000,,,,24.4783,10.0141,3.0.257
