Fuelbeds,Filename,Total Consumption,Canopy Consumption,Shrub Consumption,Herb Consumption,Wood Consumption,LLM Consumption,Ground Consumption,C_total_F,C_canopy_F,C_shrub_F,C_herb_F,C_wood_F,C_llm_F,C_ground_F,C_total_S,C_canopy_S,C_shrub_S,C_herb_S,C_wood_S,C_llm_S,C_ground_S,C_total_R,C_canopy_R,C_wood_R,C_llm_R,C_ground_R,CH4 Emissions,CO Emissions,CO2 Emissions,NMHC Emissions,PM Emissions,PM10 Emissions,PM25 Emissions,E_ch4_F,E_co_F,E_co2_F,E_nmhc_F,E_pm_F,E_pm10_F,E_pm25_F,E_ch4_S,E_co_S,E_co2_S,E_nmhc_S,E_pm_S,E_pm10_S,E_pm25_S,E_ch4_R,E_co_R,E_co2_R,E_nmhc_R,E_pm_R,E_pm10_R,E_pm25_R,C_overstory_crown,C_midstory_crown,C_understory_crown,C_snagC1F_crown,C_snagC1F_wood,C_snagC1_wood,C_snagC2_wood,C_snagC3_wood,C_ladder,C_shrub_1live,C_shrub_1dead,C_shrub_2live,C_shrub_2dead,C_herb_1live,C_herb_1dead,C_herb_2live,C_herb_2dead,C_wood_1hr,C_wood_10hr,C_wood_100hr,C_wood_S1000hr,C_wood_R1000hr,C_wood_S10khr,C_wood_R10khr,C_wood_S+10khr,C_wood_R+10khr,C_stump_sound,C_stump_rotten,C_stump_lightered,C_litter,C_lichen,C_moss,C_upperduff,C_lowerduff,C_basal_accum,C_squirrel,CH4_canopy,CH4_shrub,CH4_herb,CH4_wood,CH4_llm,CH4_ground,CO_canopy,CO_shrub,CO_herb,CO_wood,CO_llm,CO_ground,CO2_canopy,CO2_shrub,CO2_herb,CO2_wood,CO2_llm,CO2_ground,NMHC_canopy,NMHC_shrub,NMHC_herb,NMHC_wood,NMHC_llm,NMHC_ground,PM_canopy,PM_shrub,PM_herb,PM_wood,PM_llm,PM_ground,PM10_canopy,PM10_shrub,PM10_herb,PM10_wood,PM10_llm,PM10_ground,PM25_canopy,PM25_shrub,PM25_herb,PM25_wood,PM25_llm,PM25_ground,Total Heat Release,Flaming Heat Release,Smoldering Heat Release,Residual Heat Release
25Mile,FB_0052_25Mile_2017.xml,7.755795520726631,1.6320971900000003,0.09088126295174118,0.14838400000000002,3.207078533089716,2.6773545346851737,0.0,5.992061731526541,1.3816443220000003,0.0854283871746367,0.1409648,1.9744051411352477,2.4096190812166562,0.0,1.1084761360692634,0.18388821000000005,0.0054528757771044704,0.007419200000000001,0.6439803968236415,0.2677354534685174,0.0,0.6552576531308264,0.06656465800000001,0.5886929951308264,0.0,0.0,43.72669851690093,1035.9576240278877,25619.055036635233,38.503266609816414,198.36822270782335,133.63773997619853,120.24031290590848,17.976185194579624,533.2934941058621,20379.001948921767,21.57142223349555,112.65076055269898,68.90870991255522,59.92061731526541,16.183751586611244,315.91569877974007,3293.2826002617817,10.641370906264928,53.8719402129662,40.68107419374197,37.909883853568815,9.566761735710065,186.7484311422855,1946.7704874516853,6.290473470055933,31.845521942158165,24.04795586990133,22.409811737074264,0.5887916800000002,0.31768308000000006,0.031049640000000007,0.00298272,0.0,0.030543270000000008,0.0361823,0.11486450000000002,0.51,0.018176252590348232,0.07270501036139294,0.0,0.0,0.037096000000000004,0.11128800000000001,0.0,0.0,0.07,0.66605,1.027564,0.33314524841229265,0.18433694487927438,0.33799166117737817,0.19262966641288615,0.042804707789889714,0.3525563044179947,0.0,0.0,0.0,2.6773545346851737,0.0,0.0,0.0,0.0,0.0,0.0,7.801544838800002,0.33589714786963537,0.53121472,23.920246945940974,11.137794864290324,0.0,194.34541203800003,9.15719605501744,14.6603392,527.0339742680604,290.76070246680985,0.0,5443.067809950001,306.74243871471685,501.463728,10377.224532497703,8990.556527472812,0.0,7.378267092000002,0.35988980128889503,0.5786976,18.941523070849783,11.24488904567773,0.0,38.146922638400014,1.8710634416504472,3.01071136,97.02674350232981,58.312781765443084,0.0,25.080529958600003,1.1825469935280561,1.8933798400000001,67.94477260778433,37.53651057628613,0.0,22.381931305600006,1.0407722233233399,1.66338464,61.90148141619528,33.25274332078986,0.0,124092728.33162609,95872987.70442466,17735618.177108213,10484122.450093223
